praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
64.9,43.3,6.1,1.0,28.4,10.0,22.9,491.0,12.2,25.9,6.61
35.5,14.5,4.96,5.57,5.19,6.92,41.8,65.5,22.3,54.2,35.9
10.4,9.82,5.94,1.0,16.7,28.1,49.6,331.0,6.26,24.4,10.5
85.1,20.5,3.02,1.07,17.0,7.99,23.1,316.0,49.1,68.5,16.0
63.8,34.3,3.34,1.0,14.3,15.0,63.8,931.0,1.0,20.0,67.9
3.62,2.15,2.46,3.65,10.5,38.2,93.1,2054.0,13.7,16.4,9.56
39.6,20.4,4.91,1.01,8.43,13.6,26.2,136.0,3.49,12.6,62.1
43.7,12.5,3.62,2.69,6.73,6.1,28.1,583.0,30.5,49.1,15.8
61.0,28.9,10.3,1.01,20.7,111.0,184.0,491.0,12.5,37.2,7.1
23.3,27.4,9.06,1.01,6.92,25.0,77.7,478.0,39.2,109.0,26.2
64.4,15.1,3.49,2.19,1.96,28.4,90.6,1860.0,23.7,39.6,23.5
34.0,14.7,2.48,2.64,16.1,44.1,85.8,1114.0,1.86,19.5,25.7
72.3,50.9,2.92,2.84,13.7,31.6,62.6,474.0,16.5,30.0,4.78
63.8,21.7,7.77,1.58,21.5,14.5,28.1,382.0,14.1,33.1,19.6
76.4,18.6,6.44,1.47,21.3,47.4,119.0,2393.0,2.64,17.5,62.6
191.0,67.9,1.0,1.37,1.93,43.3,63.2,552.0,10.1,34.6,12.0
30.0,16.0,10.3,7.57,2.23,28.4,54.2,791.0,8.2,16.5,9.82
61.5,23.1,1.46,1.13,1.04,11.8,30.8,547.0,18.8,36.2,13.7
23.7,22.5,6.15,2.44,13.7,5.52,38.2,552.0,37.5,86.6,58.8
90.6,36.5,4.74,1.01,19.6,23.3,30.0,271.0,26.9,40.7,16.3
27.4,26.9,8.2,2.62,8.51,18.9,37.2,246.0,36.8,67.9,34.9
59.4,32.8,7.17,7.23,21.5,9.56,29.4,246.0,56.7,108.0,64.9
1.0,7.5,17.8,4.74,12.4,6.67,32.5,552.0,5.09,32.2,57.3
16.1,17.9,1.83,1.01,10.3,53.3,94.7,542.0,17.6,42.2,16.1
55.7,31.6,8.06,2.69,16.5,9.31,28.1,1009.0,10.9,31.1,13.7
34.6,15.4,1.24,4.14,16.5,18.1,30.8,241.0,12.5,21.3,12.6
57.3,33.4,4.87,1.01,10.5,10.4,47.0,1407.0,45.3,50.9,21.7
57.8,22.9,4.57,1.6,32.8,6.15,14.1,255.0,8.2,42.2,264.0
67.9,36.5,14.5,5.14,10.3,45.7,80.6,898.0,18.4,34.3,22.3
78.4,42.6,8.28,1.5,20.2,49.6,97.3,784.0,13.7,19.1,9.06
31.3,16.7,10.2,5.09,20.4,22.5,48.3,828.0,6.21,24.1,94.7
7.5,22.3,7.99,4.1,13.7,15.4,21.7,211.0,40.3,76.4,27.1
38.5,23.9,1.37,2.21,4.29,33.7,61.0,730.0,10.0,17.9,6.44
77.7,75.0,8.43,1.14,30.5,25.0,55.7,316.0,42.9,61.0,14.1
46.1,39.2,6.38,1.14,14.3,3.02,19.5,828.0,3.02,16.5,83.5
82.0,26.9,3.31,8.13,23.5,8.13,23.7,610.0,20.4,33.7,22.1
85.1,24.1,5.88,2.29,18.8,11.5,22.5,437.0,5.47,42.9,90.6
80.6,45.7,2.31,3.46,19.6,29.2,27.9,334.0,11.0,24.4,18.1
82.8,25.7,7.3,1.86,10.7,9.14,23.3,349.0,20.7,44.9,23.7
60.4,35.5,6.92,1.39,13.7,20.2,67.9,1512.0,37.2,40.3,11.2
129.0,62.1,8.13,1.01,24.1,120.0,217.0,679.0,15.7,39.6,13.0
66.1,28.1,11.5,3.82,8.35,2.81,11.5,319.0,21.9,40.3,22.1
52.8,27.1,3.31,3.89,2.64,21.9,44.5,426.0,12.2,33.7,4.14
37.5,26.9,15.4,1.0,1.63,13.2,55.2,1382.0,26.2,47.8,31.6
57.8,34.3,4.87,1.95,14.6,16.8,32.8,289.0,13.2,23.9,22.1
129.0,51.4,2.07,4.41,9.22,25.5,33.4,227.0,1.78,39.6,8.51
30.2,20.5,3.13,8.74,3.59,12.3,27.4,349.0,22.3,43.3,5.0
72.3,20.9,3.59,1.01,24.6,78.4,138.0,1486.0,32.2,45.3,15.1
58.8,34.9,3.49,368.0,39.6,17.8,27.9,331.0,23.3,51.9,98.2
71.7,27.6,4.91,3.96,8.35,21.3,34.3,274.0,30.0,63.2,13.3
54.7,19.8,3.19,1.0,23.7,16.3,176.0,113.0,11.8,53.3,78.4
25.0,25.0,15.3,2.29,32.2,20.9,41.8,227.0,5.28,20.0,82.8
21.7,11.8,2.84,2.29,9.91,21.5,37.5,267.0,31.6,63.8,67.9
59.4,31.1,6.61,1.0,1.53,16.4,23.7,379.0,1.58,8.13,2.55
41.4,24.4,2.41,1.0,12.7,67.3,135.0,626.0,18.3,29.2,13.0
47.8,25.9,7.17,1.0,16.5,23.1,40.7,379.0,3.43,30.0,4.07
21.1,18.8,4.0,3.85,3.11,55.7,85.8,433.0,50.5,109.0,52.8
45.3,19.8,16.4,4.78,8.35,6.44,17.5,610.0,12.6,24.8,10.9
66.7,30.0,1.54,7.99,25.3,30.8,50.5,289.0,11.2,18.4,4.1
38.5,22.9,7.17,4.61,22.9,103.0,229.0,594.0,29.4,64.9,4.96
122.0,33.7,1.29,4.87,11.0,3.92,20.7,269.0,19.1,38.5,14.1
37.5,23.9,7.1,4.41,5.67,10.3,19.6,292.0,29.2,42.2,18.8
81.3,24.6,1.0,5.42,11.2,6.49,18.6,466.0,20.4,42.2,25.0
30.8,20.5,8.06,1.47,28.9,29.7,47.4,655.0,12.6,31.3,7.7
30.0,19.6,2.76,2.37,1.0,20.7,36.5,835.0,23.3,42.9,24.4
20.4,45.7,2.89,1.31,6.61,20.5,40.3,250.0,10.7,46.6,94.7
11.1,41.8,4.26,7.77,9.22,19.1,27.6,209.0,1.91,85.8,3.16
176.0,93.9,7.04,3.92,13.7,28.6,41.0,250.0,11.9,23.5,15.7
53.8,23.1,1.05,1.39,29.4,4.26,24.4,449.0,10.5,27.9,5.23
44.5,23.7,6.79,3.4,12.5,31.9,57.3,221.0,46.1,65.5,38.9
61.0,53.3,8.74,1.01,19.1,5.88,37.5,1334.0,20.2,36.8,9.91
66.1,19.5,1.75,1.0,17.0,3.11,5.33,188.0,18.9,38.9,12.9
59.9,31.9,1.0,1.01,20.9,24.6,41.4,239.0,17.0,28.6,13.6
50.5,29.7,5.09,3.19,11.1,25.7,60.4,426.0,2.25,5.09,79.1
69.8,22.3,14.2,2.64,16.3,37.2,102.0,2738.0,25.7,57.8,37.5
106.0,30.2,1.01,5.14,10.6,14.9,30.8,457.0,3.96,34.0,114.0
6.1,35.9,11.7,2.84,4.61,150.0,229.0,784.0,16.7,32.8,88.2
9.73,17.5,4.18,5.62,4.66,22.3,36.5,322.0,23.1,62.1,79.1
47.8,34.3,11.4,6.98,25.7,49.6,98.2,538.0,22.5,31.9,8.28
103.0,69.8,33.1,7.77,42.9,16.0,44.5,1114.0,25.3,43.7,12.7
74.3,38.5,3.11,1.01,12.4,15.4,34.0,538.0,30.2,64.4,23.3
72.3,18.9,5.94,5.67,2.44,9.31,23.7,557.0,46.1,77.7,32.8
11.9,49.6,8.35,3.08,8.2,29.2,202.0,191.0,13.9,37.5,10.4
31.9,12.9,1.98,1.01,3.75,47.4,103.0,1928.0,50.5,109.0,55.2
48.3,19.1,3.08,1.96,8.13,13.8,44.9,1134.0,22.1,41.8,6.92
75.0,27.1,2.46,1.01,17.3,38.9,92.2,770.0,21.9,35.5,21.9
74.3,26.4,7.7,7.3,1.58,10.6,25.7,400.0,8.43,18.4,6.61
58.3,27.9,8.43,1.01,4.66,22.9,54.7,346.0,14.9,24.6,6.26
49.1,23.1,1.83,1.7,15.0,47.0,104.0,2072.0,39.2,73.0,38.5
79.1,23.5,5.23,4.66,15.3,15.8,32.5,379.0,25.0,57.8,29.2
104.0,64.9,11.9,1.0,23.5,54.7,112.0,704.0,17.6,36.8,12.3
42.9,39.2,10.9,3.31,12.3,36.2,76.4,487.0,13.7,31.3,11.1
87.4,39.2,1.01,4.07,5.09,62.1,111.0,365.0,13.0,32.8,20.2
53.8,18.9,5.0,1.54,17.2,22.3,38.9,189.0,28.4,78.4,20.0
48.7,30.0,9.31,1.67,2.25,20.2,36.8,437.0,4.07,67.3,2.57
40.3,22.9,3.46,6.26,14.1,29.4,209.0,1554.0,27.9,53.8,23.9
82.0,42.2,4.0,5.33,9.06,7.99,18.4,385.0,14.7,13.0,7.17
35.9,14.7,9.39,11.8,45.7,22.5,36.5,221.0,2.62,23.9,68.5
38.5,20.2,16.4,8.43,22.3,27.6,49.6,250.0,20.5,49.1,17.3
53.8,27.4,3.05,1.68,24.8,23.3,44.9,359.0,26.4,60.4,42.2
56.2,19.8,9.91,4.87,6.73,26.7,41.0,221.0,28.4,40.0,9.73
51.9,12.5,4.29,1.18,7.84,13.9,28.4,284.0,22.1,55.7,15.4
57.3,23.7,9.56,1.83,9.47,17.6,49.6,717.0,22.1,40.3,12.1
110.0,65.5,8.35,1.01,20.4,18.1,33.1,396.0,35.9,66.1,19.3
61.0,41.0,3.96,3.92,19.8,27.6,44.5,355.0,28.9,69.2,34.9
70.4,24.6,1.0,4.53,42.9,79.1,155.0,2227.0,3.96,12.0,33.4
62.6,23.1,3.34,3.31,14.3,14.5,27.6,355.0,17.8,30.2,3.4
113.0,73.0,1.0,1.31,11.5,8.74,31.1,487.0,40.0,79.9,43.7
91.4,25.0,4.33,1.46,18.3,7.43,17.3,433.0,6.38,34.6,175.0
2436.0,3685.0,16.4,40.0,11.2,1.0,41.8,105.0,6.38,23.7,77.7
114.0,160.0,11.8,32.2,13.6,3.82,38.2,119.0,7.23,44.9,15.8
557.0,947.0,7.7,18.6,36.5,5.19,64.9,138.0,2.05,20.0,12.4
638.0,914.0,11.9,59.4,18.9,2.46,44.1,107.0,1.22,17.9,7.37
316.0,461.0,4.91,73.7,24.6,4.7,30.5,2017.0,25.9,49.6,15.8
181.0,279.0,4.61,281.0,50.9,5.23,50.9,215.0,1.72,28.1,13.0
213.0,328.0,26.9,160.0,59.9,1.12,68.5,95.6,7.43,27.4,5.83
139.0,189.0,2.5,457.0,32.2,1.6,105.0,403.0,1.7,32.2,9.91
173.0,274.0,8.58,50.0,30.8,1.25,23.1,48.3,24.1,76.4,22.3
322.0,500.0,15.5,23.5,9.06,1.83,38.2,36.8,1.0,23.7,9.65
1999.0,2738.0,12.0,19.6,18.4,1.0,61.0,88.2,8.51,26.7,143.0
389.0,588.0,11.1,82.0,13.6,29.4,119.0,4105.0,1.0,31.6,7.84
122.0,181.0,19.5,9.65,2.07,1.54,45.7,96.5,6.1,23.7,4.1
509.0,723.0,10.7,55.2,19.1,3.75,82.8,137.0,1.0,33.1,11.9
227.0,334.0,21.7,35.5,14.1,3.92,120.0,269.0,9.06,55.2,17.0
99.1,112.0,11.5,70.4,24.6,3.4,93.1,346.0,9.22,38.9,271.0
175.0,231.0,11.2,110.0,42.6,12.3,141.0,3820.0,1.0,34.3,3.79
1472.0,2129.0,11.0,5.47,20.0,1.0,23.3,78.4,1.0,10.8,6.21
204.0,355.0,20.2,32.5,23.3,1.32,23.3,103.0,14.9,47.8,22.3
1165.0,1685.0,12.6,16.5,3.02,3.13,84.3,349.0,1.0,29.4,15.5
161.0,269.0,14.3,21.9,17.9,31.3,202.0,4332.0,4.7,29.7,12.6
274.0,410.0,14.2,235.0,75.0,2.17,63.8,126.0,16.8,52.3,20.5
248.0,389.0,10.2,82.8,33.4,11.9,69.8,1827.0,1.15,45.7,15.1
372.0,588.0,16.5,379.0,64.4,2.41,110.0,331.0,1.81,21.3,15.3
1046.0,1568.0,13.5,18.4,5.83,1.0,32.2,95.6,15.0,53.3,22.7
286.0,375.0,17.8,33.4,10.1,7.7,59.4,355.0,11.9,44.9,13.9
157.0,274.0,1.86,18.6,23.7,1.0,170.0,379.0,1.0,12.6,9.06
461.0,723.0,12.3,15.1,12.6,12.0,37.5,737.0,10.6,47.4,12.3
281.0,414.0,22.5,31.1,21.7,6.32,77.0,271.0,4.07,27.9,1.67
621.0,1065.0,16.4,36.2,20.7,6.49,59.4,1894.0,20.9,58.8,28.9
269.0,426.0,17.5,23.9,2.27,1.41,11.0,10.8,2.37,37.9,5.57
305.0,445.0,10.3,20.0,8.58,1.0,19.3,106.0,1.0,26.7,5.78
106.0,142.0,11.0,60.4,19.5,1.09,133.0,362.0,3.89,37.9,5.94
49.6,49.6,13.8,63.8,19.5,27.9,100.0,1472.0,1.64,35.2,9.65
95.6,136.0,13.1,25.3,11.4,2.86,42.2,223.0,28.6,129.0,75.0
359.0,470.0,9.31,168.0,31.1,1.0,13.6,87.4,1.0,18.8,8.06
181.0,271.0,25.9,135.0,48.3,6.92,121.0,385.0,44.1,111.0,50.5
196.0,322.0,11.4,30.2,30.8,3.92,115.0,487.0,5.47,59.4,8.13
59.4,72.3,10.6,21.7,5.05,37.9,158.0,3051.0,3.49,37.2,9.65
114.0,145.0,7.77,131.0,30.0,1.0,32.5,107.0,11.9,33.7,17.3
151.0,237.0,14.1,27.4,17.3,2.39,42.2,204.0,1.0,36.5,18.3
433.0,667.0,7.1,10.6,32.8,2.0,83.5,334.0,4.41,14.1,7.57
813.0,1208.0,14.2,72.3,27.6,3.34,75.7,233.0,2.46,11.5,5.33
173.0,244.0,22.1,18.9,17.6,1.0,48.3,98.2,2.89,18.6,13.0
274.0,433.0,8.13,146.0,31.6,2.11,64.4,322.0,2.67,107.0,349.0
122.0,231.0,7.77,141.0,6.73,1.0,43.3,113.0,12.2,30.0,30.2
1155.0,1700.0,5.57,155.0,13.9,4.22,52.8,1655.0,2.37,16.0,5.42
154.0,165.0,9.65,183.0,36.2,3.4,111.0,316.0,49.1,90.6,42.2
239.0,349.0,10.0,17.0,30.8,2.59,32.8,102.0,1.17,12.0,1.36
355.0,453.0,10.3,19.8,15.3,2.13,155.0,319.0,1.65,21.7,3.65
509.0,799.0,14.9,13.8,9.47,26.7,133.0,4217.0,11.7,54.7,28.9
1208.0,1731.0,12.5,17.9,15.5,32.2,184.0,4826.0,2.55,33.4,11.5
673.0,1055.0,19.8,22.3,8.82,1.24,26.4,33.7,1.41,40.7,1.0
62.6,69.2,14.7,28.6,23.7,1.22,66.7,73.0,4.78,35.2,11.4
124.0,176.0,15.0,25.9,31.6,1.0,31.1,124.0,2.67,29.7,12.6
770.0,1084.0,13.8,19.1,8.28,27.4,145.0,6321.0,3.31,37.5,164.0
100.0,126.0,18.4,32.5,7.84,10.8,111.0,189.0,6.49,45.7,11.0
403.0,610.0,6.32,106.0,12.5,16.1,186.0,1094.0,3.02,30.2,15.8
257.0,410.0,6.98,21.5,48.3,1.0,38.5,54.7,20.2,52.3,27.1
1286.0,1827.0,10.0,50.9,42.2,3.62,59.9,183.0,33.7,96.5,48.3
141.0,229.0,5.67,13.5,40.3,1.03,233.0,441.0,1.0,19.6,8.06
55.7,112.0,14.6,20.4,7.77,1.88,16.7,10.9,3.72,10.6,3.96
175.0,217.0,9.14,73.7,28.1,1.5,31.9,62.6,4.18,47.4,19.5
1230.0,1700.0,12.9,142.0,43.7,2.84,33.7,79.1,10.3,38.5,25.7
246.0,352.0,10.6,17.0,18.4,1.0,27.4,48.7,11.2,46.6,147.0
12.7,17.9,13.1,56.2,14.1,1.14,32.8,45.7,3.16,33.1,11.5
313.0,445.0,15.7,16.3,1.01,1.18,29.4,36.8,1.0,13.2,6.04
67.3,106.0,14.5,22.9,15.4,20.5,71.7,882.0,5.19,16.4,7.37
496.0,770.0,12.6,14.3,9.22,2.37,27.6,45.3,11.8,34.9,19.3
368.0,588.0,19.8,130.0,51.4,17.2,67.9,2458.0,19.3,44.9,8.58
204.0,244.0,18.4,27.6,25.9,1.0,42.2,82.0,5.99,5.62,3.75
137.0,183.0,7.99,4.03,10.1,1.24,12.2,85.1,3.08,21.3,76.4
305.0,552.0,4.0,183.0,24.6,2.62,28.1,155.0,1.58,47.8,11.7
207.0,331.0,1.1,11.7,6.26,8.98,44.9,284.0,4.45,41.0,8.98
215.0,337.0,44.1,109.0,87.4,3.89,25.5,1778.0,1.0,11.7,1.0
334.0,449.0,11.9,87.4,21.5,4.78,82.0,1794.0,34.0,82.8,56.7
120.0,215.0,16.0,22.7,4.78,2.79,66.1,279.0,8.9,30.0,23.5
308.0,466.0,5.14,2.92,10.6,3.0,42.2,241.0,2.27,16.3,12.3
42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176.0,20.4,59.4,32.5
39.6,59.4,9.65,21.1,10.6,1.91,14.1,55.7,1.0,11.5,7.57
209.0,271.0,23.5,31.6,10.6,7.3,101.0,217.0,14.7,27.1,4.7
281.0,400.0,9.73,23.1,30.5,25.5,153.0,2054.0,38.5,79.1,237.0
132.0,188.0,18.9,17.5,2.97,55.2,219.0,4255.0,10.8,38.5,106.0
433.0,638.0,7.99,130.0,26.7,1.96,74.3,215.0,4.07,23.3,12.2
183.0,225.0,38.9,100.0,69.8,1.0,56.2,109.0,1.57,28.1,6.44
308.0,514.0,13.7,59.9,6.85,4.74,67.9,292.0,9.91,101.0,172.0
127.0,195.0,14.2,17.8,21.1,1.67,23.7,74.3,16.7,61.0,11.2
1275.0,1827.0,8.74,16.0,5.52,4.87,39.6,100.0,23.1,56.2,15.8
186.0,235.0,34.3,120.0,48.3,2.05,89.0,184.0,31.9,119.0,49.6
105.0,155.0,17.2,19.3,6.85,1.0,31.9,137.0,1.0,12.9,8.9
325.0,491.0,35.5,69.8,13.5,1.0,43.3,106.0,13.1,42.2,94.7
69.8,109.0,11.9,49.6,11.0,2.07,113.0,264.0,11.5,37.5,10.6
1018.0,1446.0,4.07,122.0,13.3,3.08,14.6,64.4,3.89,27.6,13.9
76.4,57.3,20.9,109.0,112.0,28.6,137.0,2054.0,3.79,44.9,10.1
59.4,63.2,28.6,61.5,27.9,1.53,37.2,139.0,23.5,53.8,21.9
343.0,599.0,16.3,53.3,13.9,1.7,32.5,137.0,3.92,27.6,3.25
297.0,403.0,5.78,22.9,7.3,3.37,109.0,328.0,3.65,22.7,6.15
588.0,922.0,22.5,33.1,20.5,24.4,70.4,1286.0,7.37,51.4,98.2
791.0,1197.0,47.0,13.0,26.9,1.61,28.6,53.3,44.5,88.2,25.0
235.0,340.0,16.8,15.1,17.8,1.01,33.1,58.8,1.17,32.5,5.47
170.0,239.0,6.92,67.3,11.0,16.0,63.2,1486.0,57.3,139.0,33.7
644.0,1000.0,6.61,1.47,154.0,1.88,59.9,219.0,32.5,66.1,28.6
284.0,414.0,17.0,20.4,8.35,2.35,28.1,35.5,1.0,32.5,13.1
638.0,956.0,18.9,50.5,46.6,9.91,93.1,1382.0,1.35,33.1,16.1
235.0,334.0,10.4,61.0,11.3,1.0,70.4,241.0,1.0,9.56,12.1
225.0,340.0,13.8,56.7,36.8,2.13,58.3,255.0,2.04,29.4,1.95
382.0,562.0,131.0,93.9,770.0,1.12,31.1,102.0,1.61,18.1,3.16
2738.0,3924.0,14.9,11.1,6.04,2.57,78.4,221.0,1.65,18.1,3.4
898.0,1407.0,7.77,13.9,30.2,12.3,77.7,1794.0,13.8,45.3,17.0
193.0,264.0,20.5,19.5,17.9,18.9,61.0,1124.0,2.11,13.1,61.5
42.9,34.3,117.0,219.0,59.9,3.31,30.5,91.4,15.4,32.8,195.0
1472.0,2072.0,34.9,28.9,19.6,7.7,49.6,2308.0,10.7,40.3,68.5
97.3,126.0,53.8,188.0,106.0,1.0,46.1,121.0,2.11,27.9,124.0
85.8,123.0,16.4,103.0,12.3,1.0,63.8,241.0,1.01,19.8,3.4
92.2,91.4,45.7,79.9,37.2,1.0,139.0,188.0,12.9,49.6,8.51
1155.0,1747.0,15.5,154.0,27.4,2.33,75.7,248.0,4.07,29.7,8.9
172.0,279.0,5.99,28.1,47.0,6.21,72.3,325.0,3.72,32.8,8.58
143.0,229.0,14.5,25.0,20.0,2.29,30.2,61.5,3.55,16.7,10.5
204.0,308.0,26.2,23.1,5.52,5.42,58.3,176.0,12.4,80.6,158.0
167.0,289.0,17.0,33.1,13.2,4.57,141.0,325.0,12.2,32.2,112.0
615.0,982.0,28.9,44.5,31.3,9.56,191.0,1670.0,1.18,7.37,7.64
223.0,352.0,16.1,163.0,55.7,10.8,132.0,1568.0,9.31,34.9,13.9
72.3,106.0,15.7,25.3,13.6,1.0,49.6,89.0,12.2,42.2,13.2
300.0,449.0,22.7,25.9,5.73,11.3,67.9,1407.0,4.22,48.3,12.0
31.3,34.6,7.57,150.0,21.1,1.31,118.0,257.0,31.1,58.8,22.3
99.1,184.0,10.2,89.0,34.0,1.21,50.0,120.0,15.7,50.9,63.8
39.2,38.2,9.06,80.6,25.0,1.47,66.1,195.0,1.89,50.9,1.0
914.0,1370.0,4.18,15.5,63.8,1.88,49.1,143.0,2.11,29.4,4.07
109.0,176.0,15.8,973.0,98.2,3.28,57.3,279.0,37.9,67.3,4.61
86.6,81.3,89.0,246.0,111.0,1.0,33.7,80.6,11.4,35.2,71.7
35.9,35.2,23.1,95.6,32.5,3.11,75.0,289.0,3.43,25.3,8.9
487.0,685.0,13.0,18.4,4.7,5.0,121.0,392.0,17.8,41.8,17.2
478.0,723.0,18.4,21.3,1.0,12.4,91.4,2503.0,1.73,39.6,12.5
2714.0,3889.0,13.9,94.7,40.0,1.79,195.0,414.0,9.39,41.8,24.6
78.4,205.0,20.0,18.4,17.0,1.15,22.5,69.8,1.02,43.7,7.84
400.0,547.0,13.5,55.7,15.1,2.74,31.1,147.0,12.9,58.3,32.8
519.0,730.0,13.2,64.9,23.7,6.55,30.2,1700.0,24.6,48.3,13.5
225.0,305.0,33.7,58.3,30.8,7.3,56.7,1731.0,2.48,9.39,8.9
193.0,267.0,17.6,88.2,64.4,1.0,12.3,145.0,1.07,14.7,2.13
215.0,305.0,4.1,4.7,10.6,2.11,19.1,41.4,3.52,38.2,6.04
50.0,46.1,20.7,11.3,17.8,1.0,56.2,253.0,2.48,54.2,11.9
46.6,93.9,10.2,8.2,30.5,29.4,80.6,956.0,3.11,17.5,2.33
1420.0,1928.0,14.3,119.0,45.7,2.21,99.1,215.0,1.0,9.56,8.13
40.7,68.5,18.9,30.0,22.3,2.64,11.1,92.2,2.37,55.7,16.4
27.6,10.7,17.0,17.5,8.74,1.0,31.3,53.8,2.33,43.3,4.03
2035.0,2788.0,23.7,34.9,21.7,12.4,107.0,882.0,2.64,27.9,2.0
453.0,661.0,136.0,241.0,48.7,2.62,53.3,173.0,5.62,50.0,145.0
365.0,644.0,14.7,123.0,17.6,1.24,39.6,115.0,23.1,93.9,48.7
41.8,28.4,22.3,25.7,1.23,1.57,40.7,195.0,38.5,102.0,52.8
193.0,308.0,14.7,46.1,21.3,2.37,16.1,62.6,19.8,44.1,18.3
1065.0,1526.0,117.0,281.0,93.9,3.16,22.5,110.0,45.7,74.3,21.1
213.0,308.0,15.3,52.8,33.1,1.0,19.5,151.0,8.2,55.2,31.1
193.0,289.0,20.9,70.4,38.2,7.91,67.9,294.0,11.2,40.0,22.5
213.0,311.0,4.33,196.0,82.0,3.46,35.5,124.0,1.19,12.6,2.02
340.0,500.0,24.8,85.1,39.2,2.35,25.0,16.0,9.31,50.5,24.4
1134.0,1582.0,1.0,9.91,15.7,1.36,42.9,96.5,2.21,20.0,55.7
132.0,198.0,3.05,22.7,56.7,2.29,72.3,215.0,23.1,80.6,42.2
106.0,172.0,13.6,49.6,40.7,4.45,146.0,392.0,7.84,52.8,34.3
57.8,72.3,26.7,54.7,43.7,6.38,35.2,248.0,9.82,30.8,10.6
956.0,1382.0,16.7,20.9,13.8,11.0,49.6,1540.0,1.73,41.0,10.3
599.0,898.0,20.4,14.3,2.79,1.53,30.5,136.0,1.18,35.2,6.61
231.0,352.0,20.0,106.0,34.0,1.24,37.5,93.1,4.7,28.4,106.0
698.0,1104.0,21.9,21.5,5.05,3.02,138.0,359.0,46.1,93.1,29.7
1000.0,1512.0,16.8,106.0,24.1,6.85,63.2,271.0,4.1,23.3,17.6
188.0,292.0,11.4,93.1,14.1,1.0,38.5,129.0,1.04,17.6,8.06
56.2,56.7,11.9,120.0,31.3,1.0,57.3,163.0,3.4,13.9,12.9
164.0,213.0,15.8,552.0,66.1,1.0,25.7,90.6,5.33,77.7,175.0
1009.0,1420.0,21.1,26.7,53.3,6.49,67.3,346.0,1.0,31.6,1.79
461.0,784.0,20.2,24.1,7.43,1.1,20.2,87.4,1.64,19.1,2.53
297.0,437.0,7.7,18.4,17.6,23.7,77.7,973.0,1.0,44.9,12.7
164.0,269.0,59.9,67.3,23.1,1.0,118.0,223.0,1.0,8.74,1.51
649.0,1027.0,17.0,47.4,17.5,1.0,56.7,146.0,20.4,47.0,9.82
130.0,184.0,16.4,46.1,23.7,1.55,59.9,89.8,1.0,36.8,14.2
196.0,286.0,11.1,17.0,5.0,22.7,84.3,2308.0,2.79,10.1,7.37
231.0,325.0,13.8,51.9,22.3,2.74,51.9,129.0,3.11,23.5,6.61
23.9,32.5,15.4,4.03,23.3,5.14,49.6,1877.0,3.59,57.3,6.79
130.0,191.0,42.6,262.0,93.9,1.0,110.0,294.0,1.43,29.2,7.3
122.0,65.5,16.5,17.5,9.47,1.33,118.0,284.0,1.38,37.2,8.13
253.0,372.0,17.9,32.5,31.9,6.98,64.9,246.0,1.42,39.6,117.0
316.0,445.0,16.1,22.7,41.0,4.57,35.5,213.0,1.18,23.9,5.42
27.6,54.2,26.7,71.0,34.9,1.35,80.6,227.0,49.6,84.3,36.2
1124.0,1554.0,13.0,83.5,41.4,1.0,53.3,94.7,4.29,34.3,14.9
167.0,255.0,14.6,58.8,5.28,2.11,79.1,237.0,1.0,14.7,14.6
153.0,248.0,27.6,22.3,14.3,4.22,33.1,799.0,1.0,41.0,9.73
217.0,191.0,48.7,56.2,18.8,17.6,170.0,991.0,1.0,26.7,10.7
241.0,319.0,11.8,123.0,44.1,7.77,47.4,1334.0,3.0,52.3,20.9
433.0,588.0,15.5,14.5,13.2,4.33,17.6,71.0,2.86,22.3,3.46
1275.0,1811.0,15.1,19.1,14.2,16.5,121.0,1104.0,1.5,54.7,11.0
85.8,124.0,16.4,53.8,26.4,5.78,96.5,276.0,4.18,17.9,69.2
30.0,41.8,12.2,18.1,18.4,1.0,42.2,237.0,1.75,34.3,5.0
227.0,316.0,25.5,56.2,31.3,2.74,20.7,61.5,18.4,62.1,25.7
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71.0,4.96,17.8,9.14
931.0,1310.0,12.5,23.7,1.3,5.09,44.5,85.1,1.64,14.3,10.4
466.0,777.0,16.5,18.8,10.6,1.08,64.4,163.0,16.4,51.9,30.2
1037.0,1420.0,20.7,12.5,19.1,1.0,67.9,143.0,2.55,11.2,7.64
85.8,107.0,14.5,35.2,8.74,1.36,17.6,50.0,3.59,38.9,2.55
470.0,704.0,17.2,21.7,5.62,1.0,38.2,54.7,3.05,24.8,17.9
673.0,939.0,24.1,24.8,2.07,7.57,112.0,1499.0,4.03,22.3,7.04
82.8,103.0,17.5,19.6,11.0,6.79,53.3,2148.0,28.4,66.7,103.0
84.3,142.0,9.65,142.0,8.35,1.45,126.0,352.0,3.65,29.2,111.0
300.0,445.0,18.4,16.7,12.6,25.9,158.0,1715.0,17.6,51.4,20.5
154.0,189.0,5.47,26.4,20.9,12.4,109.0,1433.0,2.15,53.8,11.0
843.0,1241.0,47.8,95.6,11.4,1.37,83.5,269.0,1.53,37.9,7.04
308.0,547.0,15.7,56.7,30.0,2.09,30.5,167.0,1.0,13.1,1.88
145.0,164.0,15.7,193.0,11.1,4.1,91.4,389.0,11.8,34.9,13.0
